component,delta_chi2_alone,cpl_after_it,it_after_cpl
"low_z_arm_G(0.09,0.06)",11.687567677118825,0.8829874784486549,5.034704037276562
"mid_z_arm_G(0.775,0.10)",4.810145350922387,7.454125416887219,4.728419649518688
both_arms_2_amplitudes,17.126301920166036,,
full_template_T,17.120234008729277,0.8697065184996404,10.454089408937998
