number_of_templates,lcdm_chi2,cpl_chi2,cpl_delta_chi2_vs_lcdm,nuisance_delta_chi2_median,nuisance_delta_chi2_min,nuisance_delta_chi2_max,all_nuisance_positive,median_cpl_after_nuisance_delta_chi2
81,29.10990566541537,21.57405454712445,7.535851118290918,13.176217419406322,9.665752532727634,17.45402653469855,True,0.4133693946142447
