cos_theta_single,cos_theta_subspace,theta_deg,frac_inside_cpl,frac_orthogonal,cpl_alone_delta_chi2,t_alone_delta_chi2,cpl_after_t_delta_chi2,t_after_cpl_delta_chi2,shared_delta_chi2,amplitude_lcdm_nuisance,amplitude_cpl_nuisance,w0_cpl_nuisance,wa_cpl_nuisance
0.7888164772364528,0.7918214664438908,37.643942351403865,0.6269812347213537,0.3730187652786463,7.535851118290918,17.120234008729277,0.8697065184996404,10.454089408937998,6.666144599791277,0.02792352743109712,0.035667881201553835,-1.1015185207271843,-0.03184614768858096
